epoch,step,train_loss_epoch,train_loss_step,val_IoU,val_MaP,val_loss_epoch,val_loss_step
,57,,,,,,0.33455073833465576
,58,,,,,,0.30767756700515747
,59,,,,,,0.31914085149765015
,60,,,,,,0.3669232130050659
,61,,,,,,0.33668792247772217
,62,,,,,,0.36285221576690674
,63,,,,,,0.29442405700683594
,64,,,,,,0.32264745235443115
,65,,,,,,0.28847992420196533
,66,,,,,,0.30304741859436035
,67,,,,,,0.3505823612213135
,68,,,,,,0.3226027488708496
,69,,,,,,0.3237032890319824
,70,,,,,,0.28616946935653687
,71,,,,,,0.3076664209365845
,72,,,,,,0.3130631446838379
,73,,,,,,0.3400866985321045
,74,,,,,,0.34838926792144775
,75,,,,,,0.37358295917510986
,76,,,,,,0.32968807220458984
,77,,,,,,0.3554003834724426
,78,,,,,,0.3334060311317444
,79,,,,,,0.3493329882621765
,80,,,,,,0.34578603506088257
,81,,,,,,0.40558528900146484
,82,,,,,,0.3619070053100586
,83,,,,,,0.3531416654586792
,84,,,,,,0.3171275854110718
,85,,,,,,0.3024275302886963
,86,,,,,,0.32032930850982666
,87,,,,,,0.3645906448364258
,88,,,,,,0.38505280017852783
,89,,,,,,0.3050549030303955
,90,,,,,,0.32132577896118164
,91,,,,,,0.37928569316864014
,92,,,,,,0.3377981185913086
,93,,,,,,0.36631298065185547
,94,,,,,,0.3236088156700134
,95,,,,,,0.3418062925338745
,96,,,,,,0.3508867025375366
,97,,,,,,0.40362775325775146
,98,,,,,,0.38414013385772705
,99,,,,,,0.3448300361633301
,100,,,,,,0.327259361743927
,101,,,,,,0.37577807903289795
,102,,,,,,0.4016163945198059
,103,,,,,,0.35717761516571045
,104,,,,,,0.3161429166793823
,105,,,,,,0.3086296319961548
,106,,,,,,0.3153132200241089
,107,,,,,,0.31305646896362305
,108,,,,,,0.31309568881988525
,109,,,,,,0.31317687034606934
,110,,,,,,0.35772955417633057
,111,,,,,,0.29482245445251465
,112,,,,,,0.37312209606170654
,113,,,,,,0.3029060363769531
,114,,,,,,0.3931640386581421
,115,,,,,,0.31118524074554443
,116,,,,,,0.3144768476486206
,117,,,,,,0.3558729290962219
,118,,,,,,0.31702589988708496
,119,,,,,,0.3547813892364502
,120,,,,,,0.3042069673538208
,121,,,,,,0.32280993461608887
,122,,,,,,0.3850057125091553
,123,,,,,,0.3038092851638794
,124,,,,,,0.39388954639434814
,125,,,,,,0.35926496982574463
,126,,,,,,0.3383671045303345
,127,,,,,,0.3843531608581543
,128,,,,,,0.30452239513397217
,129,,,,,,0.3315620422363281
,130,,,,,,0.36238551139831543
,131,,,,,,0.37152349948883057
,132,,,,,,0.3526427745819092
,133,,,,,,0.29145658016204834
,134,,,,,,0.3407464623451233
,135,,,,,,0.3212704062461853
,136,,,,,,0.40625107288360596
,137,,,,,,0.3376391530036926
,138,,,,,,0.3283407688140869
,139,,,,,,0.3713221549987793
,140,,,,,,0.3024994134902954
,141,,,,,,0.30329716205596924
,142,,,,,,0.3331301808357239
,143,,,,,,0.3632761240005493
,144,,,,,,0.3550092577934265
,145,,,,,,0.314231276512146
,146,,,,,,0.3043639659881592
,147,,,,,,0.3487445116043091
,148,,,,,,0.2868768572807312
,149,,,,,,0.34064221382141113
,150,,,,,,0.33206313848495483
,151,,,,,,0.2788292169570923
,152,,,,,,0.29494285583496094
,153,,,,,,0.3661079406738281
,154,,,,,,0.31229639053344727
,155,,,,,,0.33593374490737915
,156,,,,,,0.313071072101593
,157,,,,,,0.30453169345855713
,158,,,,,,0.34335726499557495
,159,,,,,,0.3168574571609497
,160,,,,,,0.322625994682312
,161,,,,,,0.3175193667411804
,162,,,,,,0.33531391620635986
,163,,,,,,0.37816834449768066
,164,,,,,,0.3445534110069275
,165,,,,,,0.3140069246292114
,166,,,,,,0.35452383756637573
,167,,,,,,0.31732451915740967
,168,,,,,,0.3347313404083252
,169,,,,,,0.2974938154220581
,170,,,,,,0.29923105239868164
,171,,,,,,0.40596258640289307
,172,,,,,,0.3423694372177124
,173,,,,,,0.3214779496192932
,174,,,,,,0.3082454204559326
,175,,,,,,0.34946298599243164
,176,,,,,,0.3884063959121704
,177,,,,,,0.31391918659210205
,178,,,,,,0.3163108825683594
,179,,,,,,0.3025546073913574
,180,,,,,,0.3100416660308838
,181,,,,,,0.3214806914329529
,182,,,,,,0.30952250957489014
,183,,,,,,0.2828786373138428
,184,,,,,,0.3567847013473511
,185,,,,,,0.3315848112106323
,186,,,,,,0.3333468437194824
,187,,,,,,0.32700657844543457
,188,,,,,,0.3124814033508301
,189,,,,,,0.29747307300567627
,190,,,,,,0.31563591957092285
0,764,,,0.5690367221832275,0.0,0.33140477538108826,
0,764,0.33982592821121216,,,,,
1,799,,0.36952459812164307,,,,
1,849,,0.31789863109588623,,,,
1,899,,0.3413670063018799,,,,
1,949,,0.36557573080062866,,,,
1,999,,0.316994309425354,,,,
1,1049,,0.3060567378997803,,,,
1,1099,,0.29924821853637695,,,,
1,1149,,0.26291072368621826,,,,
1,1199,,0.3311094045639038,,,,
1,1249,,0.3642274737358093,,,,
1,1299,,0.35918790102005005,,,,
1,1349,,0.31139492988586426,,,,
1,1399,,0.3123038411140442,,,,
1,1449,,0.4010324478149414,,,,
1,1499,,0.3320777416229248,,,,
,191,,,,,,0.27794551849365234
,192,,,,,,0.3002663254737854
,193,,,,,,0.32390111684799194
,194,,,,,,0.33137404918670654
,195,,,,,,0.3203667402267456
,196,,,,,,0.36016845703125
,197,,,,,,0.34295904636383057
,198,,,,,,0.3163720369338989
,199,,,,,,0.27324771881103516
,200,,,,,,0.33536940813064575
,201,,,,,,0.35249030590057373
,202,,,,,,0.28011786937713623
,203,,,,,,0.28495943546295166
,204,,,,,,0.3118686079978943
,205,,,,,,0.3101818561553955
,206,,,,,,0.3356051445007324
,207,,,,,,0.3451951742172241
,208,,,,,,0.3257374167442322
,209,,,,,,0.29832935333251953
,210,,,,,,0.3155553340911865
,211,,,,,,0.31166142225265503
,212,,,,,,0.31429433822631836
,213,,,,,,0.3168048858642578
,214,,,,,,0.3407875895500183
,215,,,,,,0.36459267139434814
,216,,,,,,0.3075542449951172
,217,,,,,,0.3234556317329407
,218,,,,,,0.27957069873809814
,219,,,,,,0.32354146242141724
,220,,,,,,0.33592289686203003
,221,,,,,,0.35145771503448486
,222,,,,,,0.3150057792663574
,223,,,,,,0.3221510648727417
,224,,,,,,0.3074759244918823
,225,,,,,,0.2814785838127136
,226,,,,,,0.296819269657135
,227,,,,,,0.2890635132789612
,228,,,,,,0.34566831588745117
,229,,,,,,0.3039376735687256
,230,,,,,,0.2994515895843506
,231,,,,,,0.3302375078201294
,232,,,,,,0.29539060592651367
,233,,,,,,0.30698585510253906
,234,,,,,,0.3161987066268921
,235,,,,,,0.3408925533294678
,236,,,,,,0.3038964867591858
,237,,,,,,0.32340341806411743
,238,,,,,,0.31115198135375977
,239,,,,,,0.2993967533111572
,240,,,,,,0.29350095987319946
,241,,,,,,0.33476269245147705
,242,,,,,,0.29999762773513794
,243,,,,,,0.33068346977233887
,244,,,,,,0.33110952377319336
,245,,,,,,0.3362468481063843
,246,,,,,,0.2996847629547119
,247,,,,,,0.3030974268913269
,248,,,,,,0.3289481997489929
,249,,,,,,0.3014911413192749
,250,,,,,,0.2995727062225342
,251,,,,,,0.3521733283996582
,252,,,,,,0.3272256851196289
,253,,,,,,0.3399966359138489
,254,,,,,,0.2894887924194336
,255,,,,,,0.3230692148208618
